CHROM,BIN_START,BIN_END,N_VARIANTS,WEIGHTED_FST,MEAN_FST,best_chick_chr,best_chick_id,orientation,pos,SNP
scaffold34,4675001,4700000,332,-0.00626184,-0.00361934,1,6,1,25962501,scaffold34_4675001
scaffold34,4700001,4725000,282,0.011759,0.00513798,1,6,1,25987501,scaffold34_4700001
scaffold34,4725001,4750000,272,2.37E-05,-0.000967883,1,6,1,26012501,scaffold34_4725001
scaffold34,4750001,4775000,318,-0.00261404,-0.00133348,1,6,1,26037501,scaffold34_4750001
scaffold34,4775001,4800000,285,-0.00351712,-0.000700774,1,6,1,26062501,scaffold34_4775001
scaffold34,4800001,4825000,265,-0.00489811,-0.00132671,1,6,1,26087501,scaffold34_4800001
scaffold34,4825001,4850000,292,-0.00334213,-0.00113997,1,6,1,26112501,scaffold34_4825001
scaffold34,4850001,4875000,280,0.000570302,0.000375436,1,6,1,26137501,scaffold34_4850001
scaffold34,4875001,4900000,196,0.00539423,0.00412814,1,6,1,26162501,scaffold34_4875001
scaffold34,4900001,4925000,435,-0.00342417,0.000577316,1,6,1,26187501,scaffold34_4900001
scaffold34,4925001,4950000,309,0.00115289,0.00228007,1,6,1,26212501,scaffold34_4925001
scaffold34,4950001,4975000,313,0.00454784,0.000144371,1,6,1,26237501,scaffold34_4950001
scaffold34,4975001,5000000,351,-0.00391187,-0.00288666,1,6,1,26262501,scaffold34_4975001
scaffold34,5000001,5025000,296,0.00630261,0.00315304,1,6,1,26287501,scaffold34_5000001
scaffold34,5025001,5050000,335,0.00556587,0.00485512,1,6,1,26312501,scaffold34_5025001
scaffold34,5050001,5075000,321,0.0190286,0.00823014,1,6,1,26337501,scaffold34_5050001
scaffold34,5075001,5100000,350,0.00158161,0.00106981,1,6,1,26362501,scaffold34_5075001
scaffold34,5100001,5125000,414,-0.00512407,-0.00226866,1,6,1,26387501,scaffold34_5100001
scaffold34,5125001,5150000,326,-0.000275071,0.000346154,1,6,1,26412501,scaffold34_5125001
scaffold34,5150001,5175000,328,0.000790776,-0.00129033,1,6,1,26437501,scaffold34_5150001
scaffold34,5175001,5200000,383,0.00809855,0.00405189,1,6,1,26462501,scaffold34_5175001
scaffold34,5200001,5225000,365,-0.00602293,-0.00350159,1,6,1,26487501,scaffold34_5200001
scaffold34,5225001,5250000,320,-0.00563197,-0.00349274,1,6,1,26512501,scaffold34_5225001
scaffold34,5250001,5275000,335,-0.00374832,-0.00169552,1,6,1,26537501,scaffold34_5250001
scaffold34,5275001,5300000,377,-0.0018853,-0.00222484,1,6,1,26562501,scaffold34_5275001
scaffold34,5300001,5325000,457,-0.00120295,-0.0026977,1,6,1,26587501,scaffold34_5300001
scaffold34,5325001,5350000,397,0.00145767,0.000951189,1,6,1,26612501,scaffold34_5325001
scaffold34,5350001,5375000,335,-0.0037844,0.00047639,1,6,1,26637501,scaffold34_5350001
scaffold34,5375001,5400000,413,-0.0066197,-0.00387051,1,6,1,26662501,scaffold34_5375001
scaffold34,5400001,5425000,331,-0.00661719,-0.00362627,1,6,1,26687501,scaffold34_5400001
scaffold34,5425001,5450000,320,-0.00832546,-0.00300265,1,6,1,26712501,scaffold34_5425001
scaffold34,5450001,5475000,505,-0.00684205,-0.00320723,1,6,1,26737501,scaffold34_5450001
scaffold34,5475001,5500000,293,0.00305559,0.00324101,1,6,1,26762501,scaffold34_5475001
scaffold34,5500001,5525000,310,0.00316574,0.00190525,1,6,1,26787501,scaffold34_5500001
scaffold34,5525001,5550000,269,-0.000465154,0.000345442,1,6,1,26812501,scaffold34_5525001
scaffold34,5550001,5575000,283,0.00426259,0.0020084,1,6,1,26837501,scaffold34_5550001
scaffold34,5575001,5600000,281,0.0028802,0.00113097,1,6,1,26862501,scaffold34_5575001
scaffold34,5600001,5625000,272,-0.00151968,0.000893345,1,6,1,26887501,scaffold34_5600001
scaffold34,5625001,5650000,221,-0.00446318,-0.00276551,1,6,1,26912501,scaffold34_5625001
scaffold34,5650001,5675000,282,0.00135515,0.00106718,1,6,1,26937501,scaffold34_5650001
scaffold34,5675001,5700000,358,0.011925,0.00633281,1,6,1,26962501,scaffold34_5675001
scaffold34,5700001,5725000,348,0.0116312,0.00406724,1,6,1,26987501,scaffold34_5700001
scaffold34,5725001,5750000,292,-0.000628915,0.000147306,1,6,1,27012501,scaffold34_5725001
scaffold34,5750001,5775000,375,-0.00219328,-0.00251978,1,6,1,27037501,scaffold34_5750001
scaffold34,5775001,5800000,321,0.00213052,-0.000783314,1,6,1,27062501,scaffold34_5775001
scaffold34,5800001,5825000,374,0.00491178,0.00460675,1,6,1,27087501,scaffold34_5800001
scaffold34,5825001,5850000,327,-0.000444305,0.00363378,1,6,1,27112501,scaffold34_5825001
scaffold34,5850001,5875000,327,-0.00311634,-0.00104361,1,6,1,27137501,scaffold34_5850001
scaffold34,5875001,5900000,332,-0.00646142,-0.00277529,1,6,1,27162501,scaffold34_5875001
scaffold34,5900001,5925000,381,-0.00426611,-0.00277907,1,6,1,27187501,scaffold34_5900001
scaffold34,5925001,5950000,363,-0.0043671,-0.00314331,1,6,1,27212501,scaffold34_5925001
scaffold34,5950001,5975000,348,-0.0038724,-0.00361097,1,6,1,27237501,scaffold34_5950001
scaffold34,5975001,6000000,319,0.000387474,0.00200733,1,6,1,27262501,scaffold34_5975001
scaffold34,6000001,6025000,357,0.000817153,0.00119529,1,6,1,27287501,scaffold34_6000001
scaffold34,6025001,6050000,329,-0.000208919,-0.000178079,1,6,1,27312501,scaffold34_6025001
scaffold34,6050001,6075000,242,0.000363951,-0.00186257,1,6,1,27337501,scaffold34_6050001
scaffold34,6075001,6100000,372,-0.00353669,-0.00232657,1,6,1,27362501,scaffold34_6075001
scaffold34,6100001,6125000,293,0.000355288,-7.70E-05,1,6,1,27387501,scaffold34_6100001
scaffold34,6125001,6150000,304,0.00835326,0.00236744,1,6,1,27412501,scaffold34_6125001
scaffold34,6150001,6175000,312,-0.00761462,-0.00549232,1,6,1,27437501,scaffold34_6150001
scaffold34,6175001,6200000,244,0.00234198,-0.000499414,1,6,1,27462501,scaffold34_6175001
scaffold34,6200001,6225000,239,0.000154126,0.00045373,1,6,1,27487501,scaffold34_6200001
scaffold34,6225001,6250000,253,-0.00317085,-0.00212769,1,6,1,27512501,scaffold34_6225001
scaffold34,6250001,6275000,227,-0.00421248,-0.000562005,1,6,1,27537501,scaffold34_6250001
scaffold34,6275001,6300000,368,0.00273617,0.00355306,1,6,1,27562501,scaffold34_6275001
scaffold34,6300001,6325000,400,-0.00332191,2.19E-05,1,6,1,27587501,scaffold34_6300001
scaffold34,6325001,6350000,316,-0.00464489,-0.00336376,1,6,1,27612501,scaffold34_6325001
scaffold34,6350001,6375000,318,-0.00911641,-0.00633941,1,6,1,27637501,scaffold34_6350001
scaffold34,6375001,6400000,273,-0.0097552,-0.00696011,1,6,1,27662501,scaffold34_6375001
scaffold34,6400001,6425000,317,-0.00302301,-0.00395635,1,6,1,27687501,scaffold34_6400001
scaffold34,6425001,6450000,299,-0.000377192,-0.00226119,1,6,1,27712501,scaffold34_6425001
scaffold34,6450001,6475000,165,0.000776132,-0.00316724,1,6,1,27737501,scaffold34_6450001
scaffold34,6475001,6500000,8,0.00798025,-0.000787489,1,6,1,27762501,scaffold34_6475001
scaffold34,6500001,6525000,3,-0.0173401,-0.0062773,1,6,1,27787501,scaffold34_6500001
scaffold104,1,25000,48,-0.00117631,0.0028487,1,7,1,27812501,scaffold104_1
scaffold104,25001,50000,327,-0.00265935,-0.00125157,1,7,1,27837501,scaffold104_25001
scaffold104,50001,75000,277,0.00186917,8.87E-05,1,7,1,27862501,scaffold104_50001
scaffold104,75001,100000,274,-0.00161006,-0.00124888,1,7,1,27887501,scaffold104_75001
scaffold104,100001,125000,317,0.00159875,-0.00203649,1,7,1,27912501,scaffold104_100001
scaffold104,125001,150000,255,-0.00763709,-0.0029104,1,7,1,27937501,scaffold104_125001
scaffold104,150001,175000,304,-0.00664267,-0.00233637,1,7,1,27962501,scaffold104_150001
scaffold104,175001,200000,282,0.0022104,0.00463882,1,7,1,27987501,scaffold104_175001
scaffold104,200001,225000,276,0.00286981,0.00529163,1,7,1,28012501,scaffold104_200001
scaffold104,225001,250000,240,0.00494693,0.00242877,1,7,1,28037501,scaffold104_225001
scaffold104,250001,275000,288,0.00945619,0.00438608,1,7,1,28062501,scaffold104_250001
scaffold104,275001,300000,344,0.00521588,0.00112941,1,7,1,28087501,scaffold104_275001
scaffold104,300001,325000,214,0.0154314,0.00524137,1,7,1,28112501,scaffold104_300001
scaffold104,325001,350000,267,0.00365986,0.000293682,1,7,1,28137501,scaffold104_325001
scaffold104,350001,375000,210,0.00216872,0.00141306,1,7,1,28162501,scaffold104_350001
scaffold104,375001,400000,280,0.0017019,0.00404689,1,7,1,28187501,scaffold104_375001
scaffold104,400001,425000,306,0.0138479,0.00807031,1,7,1,28212501,scaffold104_400001
scaffold104,425001,450000,199,-0.00376897,-0.00170914,1,7,1,28237501,scaffold104_425001
scaffold104,450001,475000,202,0.0109701,0.00348133,1,7,1,28262501,scaffold104_450001
scaffold104,475001,500000,176,0.00306219,-2.44E-05,1,7,1,28287501,scaffold104_475001
scaffold104,500001,525000,211,0.00814486,0.00281067,1,7,1,28312501,scaffold104_500001
scaffold104,525001,550000,155,0.00697148,0.00396909,1,7,1,28337501,scaffold104_525001
scaffold104,550001,575000,234,-0.0041691,-0.00286666,1,7,1,28362501,scaffold104_550001
scaffold104,575001,600000,202,0.00475019,0.00178217,1,7,1,28387501,scaffold104_575001
scaffold104,600001,625000,245,0.000202272,-0.00141423,1,7,1,28412501,scaffold104_600001
scaffold104,625001,650000,207,0.00224447,0.000793078,1,7,1,28437501,scaffold104_625001
scaffold104,650001,675000,189,0.00370666,-0.000593033,1,7,1,28462501,scaffold104_650001
scaffold104,675001,700000,186,0.00390632,0.000334896,1,7,1,28487501,scaffold104_675001
scaffold104,700001,725000,211,-0.00611138,-0.00366009,1,7,1,28512501,scaffold104_700001
scaffold104,725001,750000,234,0.00650602,0.000798599,1,7,1,28537501,scaffold104_725001
scaffold104,750001,775000,218,0.0245495,0.00624951,1,7,1,28562501,scaffold104_750001
scaffold104,775001,800000,197,0.00458493,0.000431034,1,7,1,28587501,scaffold104_775001
scaffold104,800001,825000,214,0.0100315,0.00339809,1,7,1,28612501,scaffold104_800001
scaffold104,825001,850000,136,-0.00292852,-0.000535153,1,7,1,28637501,scaffold104_825001
scaffold104,850001,875000,190,-0.00354042,-0.00267611,1,7,1,28662501,scaffold104_850001
scaffold104,875001,900000,120,0.00146737,0.000622858,1,7,1,28687501,scaffold104_875001
scaffold104,900001,925000,144,0.00623976,0.00247045,1,7,1,28712501,scaffold104_900001
scaffold104,925001,950000,168,-0.00024663,0.00110038,1,7,1,28737501,scaffold104_925001
scaffold104,950001,975000,123,0.000375775,0.00120663,1,7,1,28762501,scaffold104_950001
scaffold104,975001,1000000,137,-0.0010319,9.74E-05,1,7,1,28787501,scaffold104_975001
scaffold104,1000001,1025000,143,-0.00628828,-0.00153565,1,7,1,28812501,scaffold104_1000001
scaffold104,1025001,1050000,122,-0.0143864,-0.00597522,1,7,1,28837501,scaffold104_1025001
scaffold104,1050001,1075000,135,-0.0076386,-0.0044072,1,7,1,28862501,scaffold104_1050001
scaffold104,1075001,1100000,156,-0.00229599,0.00224536,1,7,1,28887501,scaffold104_1075001
scaffold104,1100001,1125000,127,0.00145096,0.00206575,1,7,1,28912501,scaffold104_1100001
scaffold104,1125001,1150000,142,0.00201094,0.00264273,1,7,1,28937501,scaffold104_1125001
scaffold104,1150001,1175000,131,-0.00714823,-0.00365544,1,7,1,28962501,scaffold104_1150001
scaffold104,1175001,1200000,104,6.93E-05,-0.000990936,1,7,1,28987501,scaffold104_1175001
scaffold104,1200001,1225000,93,0.0017541,-0.00117338,1,7,1,29012501,scaffold104_1200001
scaffold104,1225001,1250000,114,0.00855962,0.000538363,1,7,1,29037501,scaffold104_1225001
scaffold104,1250001,1275000,119,0.000644712,-0.00165889,1,7,1,29062501,scaffold104_1250001
scaffold104,1275001,1300000,105,-0.00117703,-0.00197168,1,7,1,29087501,scaffold104_1275001
scaffold104,1300001,1325000,176,-0.00746513,-0.00524951,1,7,1,29112501,scaffold104_1300001
scaffold104,1325001,1350000,110,-0.0081165,-0.00410683,1,7,1,29137501,scaffold104_1325001
scaffold104,1350001,1375000,91,-0.00594673,-0.00297469,1,7,1,29162501,scaffold104_1350001
scaffold104,1375001,1400000,108,-0.00549713,-0.00477043,1,7,1,29187501,scaffold104_1375001
scaffold104,1400001,1425000,163,0.00391293,0.000925571,1,7,1,29212501,scaffold104_1400001
scaffold104,1425001,1450000,112,-0.00440016,-0.00223224,1,7,1,29237501,scaffold104_1425001
scaffold104,1450001,1475000,106,-0.0089651,-0.00397296,1,7,1,29262501,scaffold104_1450001
scaffold104,1475001,1500000,97,-0.00873176,-0.000845881,1,7,1,29287501,scaffold104_1475001
scaffold104,1500001,1525000,149,-0.00200634,-0.000868119,1,7,1,29312501,scaffold104_1500001
scaffold104,1525001,1550000,141,-0.010615,-0.00216587,1,7,1,29337501,scaffold104_1525001
scaffold104,1550001,1575000,81,-0.0140251,-0.00464766,1,7,1,29362501,scaffold104_1550001
scaffold104,1575001,1600000,82,-0.00246102,-0.00126173,1,7,1,29387501,scaffold104_1575001
scaffold104,1600001,1625000,72,-0.00248018,-4.40E-05,1,7,1,29412501,scaffold104_1600001
scaffold104,1625001,1650000,98,-0.00606249,-0.00197279,1,7,1,29437501,scaffold104_1625001
scaffold104,1650001,1675000,51,-0.00297914,0.000381058,1,7,1,29462501,scaffold104_1650001
scaffold104,1675001,1700000,80,-0.00216539,-0.00118978,1,7,1,29487501,scaffold104_1675001
scaffold104,1700001,1725000,95,-0.00531125,-0.00211145,1,7,1,29512501,scaffold104_1700001
scaffold104,1725001,1750000,82,6.94E-05,6.00E-05,1,7,1,29537501,scaffold104_1725001
scaffold104,1750001,1775000,84,-0.00904344,-0.00190671,1,7,1,29562501,scaffold104_1750001
scaffold104,1775001,1800000,107,-0.0044738,-0.00213213,1,7,1,29587501,scaffold104_1775001
scaffold104,1800001,1825000,98,-0.00454703,-0.00168894,1,7,1,29612501,scaffold104_1800001
scaffold104,1825001,1850000,35,-0.00981727,-0.0046919,1,7,1,29637501,scaffold104_1825001
scaffold110,1,25000,93,-0.00748931,-0.00153832,1,8,-1,29662501,scaffold110_1
scaffold110,25001,50000,92,-0.00587215,-0.00326399,1,8,-1,29687501,scaffold110_25001
scaffold110,50001,75000,75,-0.00551275,-0.00112406,1,8,-1,29712501,scaffold110_50001
scaffold110,75001,100000,131,-0.00281102,-0.0014868,1,8,-1,29737501,scaffold110_75001
scaffold110,100001,125000,136,-0.00410108,-0.000978785,1,8,-1,29762501,scaffold110_100001
scaffold110,125001,150000,84,-0.00494744,-0.00137734,1,8,-1,29787501,scaffold110_125001
scaffold110,150001,175000,77,-0.000567771,0.00154063,1,8,-1,29812501,scaffold110_150001
scaffold110,175001,200000,117,0.00147611,0.00157026,1,8,-1,29837501,scaffold110_175001
scaffold110,200001,225000,101,-0.00198889,-0.00137024,1,8,-1,29862501,scaffold110_200001
scaffold110,225001,250000,97,-0.00657799,-0.00216104,1,8,-1,29887501,scaffold110_225001
scaffold110,250001,275000,81,-0.00121676,0.000474068,1,8,-1,29912501,scaffold110_250001
scaffold110,275001,300000,147,-0.00665997,-0.00223323,1,8,-1,29937501,scaffold110_275001
scaffold110,300001,325000,95,-0.00715911,-0.00195297,1,8,-1,29962501,scaffold110_300001
scaffold110,325001,350000,127,-0.00664814,-0.00154817,1,8,-1,29987501,scaffold110_325001
scaffold110,350001,375000,67,-0.00771517,-0.00322116,1,8,-1,30012501,scaffold110_350001
scaffold110,375001,400000,62,1.18E-05,-0.00143819,1,8,-1,30037501,scaffold110_375001
scaffold110,400001,425000,88,-0.00591443,-0.001894,1,8,-1,30062501,scaffold110_400001
scaffold110,425001,450000,77,-0.0060386,-0.00144762,1,8,-1,30087501,scaffold110_425001
scaffold110,450001,475000,79,-0.00377331,-0.00307668,1,8,-1,30112501,scaffold110_450001
scaffold110,475001,500000,99,-0.00120068,-0.00102591,1,8,-1,30137501,scaffold110_475001
scaffold110,500001,525000,82,-0.00299163,-0.00276595,1,8,-1,30162501,scaffold110_500001
scaffold110,525001,550000,92,-0.00655131,-0.00308806,1,8,-1,30187501,scaffold110_525001
scaffold110,550001,575000,71,-0.00749363,-0.00323562,1,8,-1,30212501,scaffold110_550001
scaffold110,575001,600000,65,-0.0091542,-0.00333598,1,8,-1,30237501,scaffold110_575001
scaffold110,600001,625000,70,-0.00166069,2.34E-05,1,8,-1,30262501,scaffold110_600001
scaffold110,625001,650000,104,-0.00231196,-0.00336098,1,8,-1,30287501,scaffold110_625001
scaffold110,650001,675000,96,-0.000117434,-0.000987682,1,8,-1,30312501,scaffold110_650001
scaffold110,675001,700000,58,-0.00629852,-0.00473034,1,8,-1,30337501,scaffold110_675001
scaffold110,700001,725000,144,0.0108631,0.0040174,1,8,-1,30362501,scaffold110_700001
scaffold110,725001,750000,81,-0.00507849,-0.00344531,1,8,-1,30387501,scaffold110_725001
scaffold110,750001,775000,86,0.00579771,-0.000723553,1,8,-1,30412501,scaffold110_750001
scaffold110,775001,800000,77,-0.00475901,-0.00331736,1,8,-1,30437501,scaffold110_775001
scaffold110,800001,825000,71,-0.00567787,-0.00231707,1,8,-1,30462501,scaffold110_800001
scaffold110,825001,850000,85,-0.00754487,-0.00225801,1,8,-1,30487501,scaffold110_825001
scaffold110,850001,875000,80,-0.00583308,-0.00289815,1,8,-1,30512501,scaffold110_850001
scaffold110,875001,900000,88,-0.00459129,-0.00267245,1,8,-1,30537501,scaffold110_875001
scaffold110,900001,925000,86,-0.00498457,-0.00226042,1,8,-1,30562501,scaffold110_900001
scaffold110,925001,950000,58,-0.00293005,-0.000847869,1,8,-1,30587501,scaffold110_925001
scaffold110,950001,975000,76,-0.00141764,-0.000961893,1,8,-1,30612501,scaffold110_950001
scaffold110,975001,1000000,63,-0.00528466,-0.00363843,1,8,-1,30637501,scaffold110_975001
scaffold110,1000001,1025000,62,-0.00480287,-0.00167338,1,8,-1,30662501,scaffold110_1000001
scaffold110,1025001,1050000,62,-0.00711483,-0.00247257,1,8,-1,30687501,scaffold110_1025001
scaffold110,1050001,1075000,80,0.0105471,0.00275246,1,8,-1,30712501,scaffold110_1050001
scaffold110,1075001,1100000,74,-0.00262891,-0.00141256,1,8,-1,30737501,scaffold110_1075001
scaffold110,1100001,1125000,87,0.000487491,-0.000592028,1,8,-1,30762501,scaffold110_1100001
scaffold110,1125001,1150000,68,-0.00476472,-0.00194941,1,8,-1,30787501,scaffold110_1125001
scaffold110,1150001,1175000,71,-0.00235462,-0.00236563,1,8,-1,30812501,scaffold110_1150001
scaffold110,1175001,1200000,66,-0.0065348,-0.0034887,1,8,-1,30837501,scaffold110_1175001
scaffold110,1200001,1225000,84,-0.00085503,0.00127167,1,8,-1,30862501,scaffold110_1200001
scaffold110,1225001,1250000,85,-0.00647963,-0.00257153,1,8,-1,30887501,scaffold110_1225001
scaffold110,1250001,1275000,69,0.00145365,-0.00100064,1,8,-1,30912501,scaffold110_1250001
scaffold110,1275001,1300000,105,-0.00582334,-0.00437362,1,8,-1,30937501,scaffold110_1275001
scaffold110,1300001,1325000,64,-0.00328549,-0.00157011,1,8,-1,30962501,scaffold110_1300001
scaffold110,1325001,1350000,64,-0.00615218,-0.002394,1,8,-1,30987501,scaffold110_1325001
scaffold110,1350001,1375000,66,-0.000290446,-0.000837047,1,8,-1,31012501,scaffold110_1350001
scaffold110,1375001,1400000,95,-0.00655121,-0.002833,1,8,-1,31037501,scaffold110_1375001
scaffold110,1400001,1425000,59,0.00491999,0.0022754,1,8,-1,31062501,scaffold110_1400001
scaffold110,1425001,1450000,97,-0.00264494,-0.00166711,1,8,-1,31087501,scaffold110_1425001
scaffold110,1450001,1475000,81,0.000283366,-5.25E-05,1,8,-1,31112501,scaffold110_1450001
scaffold110,1475001,1500000,73,-0.00486521,-0.0028448,1,8,-1,31137501,scaffold110_1475001
scaffold110,1500001,1525000,83,-0.0052591,-0.00125823,1,8,-1,31162501,scaffold110_1500001
scaffold110,1525001,1550000,76,-0.00141656,0.00027285,1,8,-1,31187501,scaffold110_1525001
scaffold110,1550001,1575000,60,-0.00133418,-0.000966142,1,8,-1,31212501,scaffold110_1550001
scaffold110,1575001,1600000,47,-0.00656663,-0.0035766,1,8,-1,31237501,scaffold110_1575001
scaffold110,1600001,1625000,76,-0.00604673,-0.00245972,1,8,-1,31262501,scaffold110_1600001
scaffold110,1625001,1650000,70,-0.00493972,-0.00135855,1,8,-1,31287501,scaffold110_1625001
scaffold110,1650001,1675000,65,-0.00345905,-0.00137772,1,8,-1,31312501,scaffold110_1650001
scaffold110,1675001,1700000,48,-0.00527844,-0.00218185,1,8,-1,31337501,scaffold110_1675001
scaffold110,1700001,1725000,72,-0.00496801,-0.000945687,1,8,-1,31362501,scaffold110_1700001
scaffold110,1725001,1750000,66,-0.00534947,-0.00208418,1,8,-1,31387501,scaffold110_1725001
scaffold110,1750001,1775000,72,-0.00707378,-0.002062,1,8,-1,31412501,scaffold110_1750001
scaffold110,1775001,1800000,85,-0.00452278,-0.00190606,1,8,-1,31437501,scaffold110_1775001
scaffold110,1800001,1825000,71,-0.00517224,-0.00191468,1,8,-1,31462501,scaffold110_1800001
scaffold110,1825001,1850000,72,-0.00585616,-0.00356363,1,8,-1,31487501,scaffold110_1825001
scaffold110,1850001,1875000,54,-0.0033364,-0.000345331,1,8,-1,31512501,scaffold110_1850001
scaffold110,1875001,1900000,61,-0.00270683,-0.000687465,1,8,-1,31537501,scaffold110_1875001
scaffold110,1900001,1925000,73,-0.0045935,-0.00163972,1,8,-1,31562501,scaffold110_1900001
scaffold110,1925001,1950000,47,-0.00573073,-0.000680758,1,8,-1,31587501,scaffold110_1925001
scaffold110,1950001,1975000,58,-0.00210436,0.000166788,1,8,-1,31612501,scaffold110_1950001
scaffold110,1975001,2000000,108,0.00228927,0.000471781,1,8,-1,31637501,scaffold110_1975001
scaffold110,2000001,2025000,30,-0.0104873,-0.0058604,1,8,-1,31662501,scaffold110_2000001
scaffold22,1,25000,17,0.000900798,-0.00338208,1,9,1,31687501,scaffold22_1
scaffold22,25001,50000,74,-0.003364,0.000115175,1,9,1,31712501,scaffold22_25001
scaffold22,50001,75000,86,-0.00145515,-0.00129032,1,9,1,31737501,scaffold22_50001
scaffold22,75001,100000,90,-0.00200997,-0.000547234,1,9,1,31762501,scaffold22_75001
scaffold22,100001,125000,78,-0.00892038,-0.00309547,1,9,1,31787501,scaffold22_100001
scaffold22,125001,150000,81,-0.00415019,-0.00151728,1,9,1,31812501,scaffold22_125001
scaffold22,150001,175000,118,-0.0063284,-0.00266082,1,9,1,31837501,scaffold22_150001
scaffold22,175001,200000,102,-0.00523601,-0.00311063,1,9,1,31862501,scaffold22_175001
scaffold22,200001,225000,124,-0.00137209,-0.00197344,1,9,1,31887501,scaffold22_200001
scaffold22,225001,250000,135,-0.00712164,-0.00362894,1,9,1,31912501,scaffold22_225001
scaffold22,250001,275000,91,-0.0106476,-0.00380104,1,9,1,31937501,scaffold22_250001
scaffold22,275001,300000,69,-0.00969421,-0.00489641,1,9,1,31962501,scaffold22_275001
scaffold22,300001,325000,98,-0.0123411,-0.00428015,1,9,1,31987501,scaffold22_300001
scaffold22,325001,350000,105,-0.00546186,-0.00300875,1,9,1,32012501,scaffold22_325001
scaffold22,350001,375000,121,-0.00974966,-0.00402857,1,9,1,32037501,scaffold22_350001
scaffold22,375001,400000,111,-0.00619734,-0.00230907,1,9,1,32062501,scaffold22_375001
scaffold22,400001,425000,108,-0.00950315,-0.00389493,1,9,1,32087501,scaffold22_400001
scaffold22,425001,450000,110,-0.00666858,-0.0018782,1,9,1,32112501,scaffold22_425001
scaffold22,450001,475000,103,-0.00337778,-0.00180404,1,9,1,32137501,scaffold22_450001
scaffold22,475001,500000,111,-0.00719097,-0.00304208,1,9,1,32162501,scaffold22_475001
scaffold22,500001,525000,119,-0.00498531,-0.00371014,1,9,1,32187501,scaffold22_500001
scaffold22,525001,550000,196,-0.00606564,-0.00347972,1,9,1,32212501,scaffold22_525001
scaffold22,550001,575000,118,-0.00754474,-0.00305817,1,9,1,32237501,scaffold22_550001
scaffold22,575001,600000,183,-0.00544835,-0.00246931,1,9,1,32262501,scaffold22_575001
scaffold22,600001,625000,186,-0.00546489,-0.000598681,1,9,1,32287501,scaffold22_600001
scaffold22,625001,650000,147,-0.00574879,-0.00189137,1,9,1,32312501,scaffold22_625001
scaffold22,650001,675000,169,0.00428044,0.00203955,1,9,1,32337501,scaffold22_650001
scaffold22,675001,700000,147,0.00178045,8.77E-05,1,9,1,32362501,scaffold22_675001
scaffold22,700001,725000,139,-0.00551245,-0.00314599,1,9,1,32387501,scaffold22_700001
scaffold22,725001,750000,172,-0.00135629,-0.00271083,1,9,1,32412501,scaffold22_725001
scaffold22,750001,775000,133,0.00333977,0.00140617,1,9,1,32437501,scaffold22_750001
scaffold22,775001,800000,216,0.00591336,0.00359085,1,9,1,32462501,scaffold22_775001
scaffold22,800001,825000,213,-0.00264943,0.00170824,1,9,1,32487501,scaffold22_800001
scaffold22,825001,850000,189,0.00224229,0.00291167,1,9,1,32512501,scaffold22_825001
scaffold22,850001,875000,162,-0.00280232,-0.000102201,1,9,1,32537501,scaffold22_850001
scaffold22,875001,900000,326,0.00929726,0.00399334,1,9,1,32562501,scaffold22_875001
scaffold22,900001,925000,193,-0.00422345,-0.00469889,1,9,1,32587501,scaffold22_900001
scaffold22,925001,950000,151,-0.00659929,-0.00445266,1,9,1,32612501,scaffold22_925001
scaffold22,950001,975000,229,-0.00460836,-0.00372896,1,9,1,32637501,scaffold22_950001
scaffold22,975001,1000000,165,-0.00663179,-0.00395033,1,9,1,32662501,scaffold22_975001
scaffold22,1000001,1025000,150,-0.00551735,-0.00410904,1,9,1,32687501,scaffold22_1000001
scaffold22,1025001,1050000,186,-0.00542164,-0.00516341,1,9,1,32712501,scaffold22_1025001
scaffold22,1050001,1075000,213,-0.0107794,-0.00738849,1,9,1,32737501,scaffold22_1050001
scaffold22,1075001,1100000,248,-0.0122211,-0.00758525,1,9,1,32762501,scaffold22_1075001
scaffold22,1100001,1125000,183,-0.0108607,-0.00547598,1,9,1,32787501,scaffold22_1100001
scaffold22,1125001,1150000,192,-0.00133471,-0.00215537,1,9,1,32812501,scaffold22_1125001
scaffold22,1150001,1175000,199,-0.00427833,-0.00165612,1,9,1,32837501,scaffold22_1150001
scaffold22,1175001,1200000,181,-0.00351147,-0.00230066,1,9,1,32862501,scaffold22_1175001
scaffold22,1200001,1225000,277,0.00216028,0.000210002,1,9,1,32887501,scaffold22_1200001
scaffold22,1225001,1250000,176,-0.00663259,-0.00372893,1,9,1,32912501,scaffold22_1225001
scaffold22,1250001,1275000,196,-0.00661972,-0.00343862,1,9,1,32937501,scaffold22_1250001
scaffold22,1275001,1300000,181,0.00415557,0.000237799,1,9,1,32962501,scaffold22_1275001
scaffold22,1300001,1325000,167,0.00281707,0.000186044,1,9,1,32987501,scaffold22_1300001
scaffold22,1325001,1350000,173,-0.00127723,-0.000349515,1,9,1,33012501,scaffold22_1325001
scaffold22,1350001,1375000,242,0.000776641,0.00286984,1,9,1,33037501,scaffold22_1350001
scaffold22,1375001,1400000,218,-0.00748008,-0.00437377,1,9,1,33062501,scaffold22_1375001
scaffold22,1400001,1425000,220,-0.00509308,-0.00129532,1,9,1,33087501,scaffold22_1400001
scaffold22,1425001,1450000,203,-0.00140255,0.00159222,1,9,1,33112501,scaffold22_1425001
