CHROM,BIN_START,N_SNPS,TajimaD,POP,psCHROM,psBIN_START,psN_SNPS,psTajimaD,psPOP
scaffold2,33500000,308,-0.962492,STORM,scaffold2,33500000,328,-0.992075,postSTORM
scaffold2,33525000,309,-0.641957,STORM,scaffold2,33525000,331,-0.603503,postSTORM
scaffold2,33550000,222,-0.912025,STORM,scaffold2,33550000,224,-0.791833,postSTORM
scaffold2,33575000,241,-0.757005,STORM,scaffold2,33575000,238,-0.621664,postSTORM
scaffold2,33600000,172,-1.33642,STORM,scaffold2,33600000,239,-1.50337,postSTORM
scaffold2,33625000,295,-0.360997,STORM,scaffold2,33625000,325,-0.301254,postSTORM
scaffold2,33650000,290,-0.873036,STORM,scaffold2,33650000,306,-0.87163,postSTORM
scaffold2,33675000,329,-1.42561,STORM,scaffold2,33675000,352,-1.30601,postSTORM
scaffold2,33700000,302,-0.933425,STORM,scaffold2,33700000,322,-0.835738,postSTORM
scaffold2,33725000,315,-0.911457,STORM,scaffold2,33725000,311,-0.831293,postSTORM
scaffold2,33750000,327,-1.23936,STORM,scaffold2,33750000,323,-1.10681,postSTORM
scaffold2,33775000,399,-0.995588,STORM,scaffold2,33775000,424,-0.813467,postSTORM
scaffold2,33800000,399,-1.06501,STORM,scaffold2,33800000,384,-0.943048,postSTORM
scaffold2,33825000,371,-1.15364,STORM,scaffold2,33825000,379,-1.38606,postSTORM
scaffold2,33850000,300,-1.32667,STORM,scaffold2,33850000,270,-1.09754,postSTORM
scaffold2,33875000,294,-0.767048,STORM,scaffold2,33875000,310,-0.73798,postSTORM
scaffold2,33900000,257,-1.30043,STORM,scaffold2,33900000,286,-1.37811,postSTORM
scaffold2,33925000,268,-0.924942,STORM,scaffold2,33925000,317,-1.01446,postSTORM
scaffold2,33950000,263,-1.13957,STORM,scaffold2,33950000,265,-1.10354,postSTORM
scaffold2,33975000,272,-0.340911,STORM,scaffold2,33975000,295,-0.624447,postSTORM
scaffold2,34000000,283,-0.387669,STORM,scaffold2,34000000,290,-0.554582,postSTORM
scaffold2,34025000,223,-0.686168,STORM,scaffold2,34025000,235,-0.599947,postSTORM
scaffold2,34050000,311,-0.785972,STORM,scaffold2,34050000,323,-0.716963,postSTORM
scaffold2,34075000,328,-0.797981,STORM,scaffold2,34075000,369,-1.00596,postSTORM
scaffold2,34100000,236,-0.934192,STORM,scaffold2,34100000,285,-1.13288,postSTORM
scaffold2,34125000,160,-1.10291,STORM,scaffold2,34125000,166,-1.00798,postSTORM
scaffold2,34150000,44,-1.55995,STORM,scaffold2,34150000,43,-1.36777,postSTORM
scaffold2,34175000,314,-1.12528,STORM,scaffold2,34175000,299,-1.03254,postSTORM
scaffold2,34200000,296,-0.953578,STORM,scaffold2,34200000,296,-0.796958,postSTORM
scaffold2,34225000,215,-0.984078,STORM,scaffold2,34225000,240,-0.928335,postSTORM
scaffold2,34250000,301,-1.16307,STORM,scaffold2,34250000,301,-1.01882,postSTORM
scaffold2,34275000,250,-0.548096,STORM,scaffold2,34275000,258,-0.370526,postSTORM
scaffold2,34300000,291,-0.414958,STORM,scaffold2,34300000,339,-0.518071,postSTORM
scaffold2,34325000,336,-0.712946,STORM,scaffold2,34325000,380,-1.07474,postSTORM
scaffold2,34350000,309,-0.613659,STORM,scaffold2,34350000,315,-0.66747,postSTORM
scaffold2,34375000,268,-0.896361,STORM,scaffold2,34375000,293,-0.965094,postSTORM
scaffold2,34400000,321,-0.979463,STORM,scaffold2,34400000,351,-1.07033,postSTORM
scaffold2,34425000,284,-0.887096,STORM,scaffold2,34425000,311,-0.945205,postSTORM
scaffold2,34450000,334,-0.686573,STORM,scaffold2,34450000,364,-0.657296,postSTORM
scaffold2,34475000,268,-1.15821,STORM,scaffold2,34475000,339,-1.32633,postSTORM
scaffold2,34500000,235,-0.694043,STORM,scaffold2,34500000,359,-1.36135,postSTORM
scaffold2,34525000,225,-0.891509,STORM,scaffold2,34525000,301,-1.3943,postSTORM
scaffold2,34550000,243,-0.992933,STORM,scaffold2,34550000,289,-1.17487,postSTORM
scaffold2,34575000,236,-1.26779,STORM,scaffold2,34575000,278,-1.551,postSTORM
scaffold2,34600000,297,-1.15154,STORM,scaffold2,34600000,309,-1.15718,postSTORM
scaffold2,34625000,266,-1.02013,STORM,scaffold2,34625000,284,-1.14517,postSTORM
scaffold2,34650000,300,-0.498488,STORM,scaffold2,34650000,346,-0.71717,postSTORM
scaffold2,34675000,282,-1.10234,STORM,scaffold2,34675000,302,-0.984587,postSTORM
scaffold2,34700000,250,-1.34486,STORM,scaffold2,34700000,265,-1.40946,postSTORM
scaffold2,34725000,252,-1.2275,STORM,scaffold2,34725000,245,-1.21377,postSTORM
scaffold2,34750000,295,-0.499457,STORM,scaffold2,34750000,277,-0.256861,postSTORM
scaffold2,34775000,312,-1.48999,STORM,scaffold2,34775000,304,-1.39903,postSTORM
scaffold2,34800000,212,-0.531299,STORM,scaffold2,34800000,269,-1.01813,postSTORM
scaffold2,34825000,187,-0.645765,STORM,scaffold2,34825000,262,-1.24119,postSTORM
scaffold2,34850000,255,-0.816623,STORM,scaffold2,34850000,281,-0.867465,postSTORM
scaffold2,34875000,258,0.0988822,STORM,scaffold2,34875000,281,0.00425128,postSTORM
scaffold2,34900000,308,-0.0483829,STORM,scaffold2,34900000,328,-0.185126,postSTORM
scaffold2,34925000,353,-0.271459,STORM,scaffold2,34925000,362,-0.232324,postSTORM
scaffold2,34950000,285,-0.773931,STORM,scaffold2,34950000,294,-0.773245,postSTORM
scaffold2,34975000,309,-0.464678,STORM,scaffold2,34975000,308,-0.29441,postSTORM
scaffold2,35000000,302,-0.165021,STORM,scaffold2,35000000,319,-0.136657,postSTORM
scaffold2,35025000,213,-0.6618,STORM,scaffold2,35025000,262,-1.00291,postSTORM
scaffold2,35050000,296,-0.340865,STORM,scaffold2,35050000,317,-0.317193,postSTORM
scaffold2,35075000,273,-0.906895,STORM,scaffold2,35075000,311,-0.843752,postSTORM
scaffold2,35100000,248,-0.455276,STORM,scaffold2,35100000,252,-0.406547,postSTORM
scaffold2,35125000,289,-1.10341,STORM,scaffold2,35125000,305,-1.1392,postSTORM
scaffold2,35150000,310,-0.839932,STORM,scaffold2,35150000,295,-1.03376,postSTORM
scaffold2,35175000,299,-0.621434,STORM,scaffold2,35175000,277,-0.572796,postSTORM
scaffold2,35200000,185,-1.30461,STORM,scaffold2,35200000,187,-1.33569,postSTORM
scaffold2,35225000,229,-1.0521,STORM,scaffold2,35225000,243,-1.06869,postSTORM
scaffold2,35250000,222,-0.300168,STORM,scaffold2,35250000,248,-0.393364,postSTORM
scaffold2,35275000,260,-0.68237,STORM,scaffold2,35275000,267,-0.518402,postSTORM
scaffold2,35300000,293,-0.620573,STORM,scaffold2,35300000,284,-0.507061,postSTORM
scaffold2,35325000,290,-1.37014,STORM,scaffold2,35325000,209,-0.668972,postSTORM
scaffold2,35350000,236,-0.66508,STORM,scaffold2,35350000,232,-0.443771,postSTORM
scaffold2,35375000,279,-0.78372,STORM,scaffold2,35375000,308,-0.963588,postSTORM
scaffold2,35400000,249,-0.799058,STORM,scaffold2,35400000,274,-0.910378,postSTORM
scaffold2,35425000,208,-0.614583,STORM,scaffold2,35425000,224,-0.522383,postSTORM
scaffold2,35450000,240,-0.137018,STORM,scaffold2,35450000,256,-0.156054,postSTORM
scaffold2,35475000,286,-0.87062,STORM,scaffold2,35475000,281,-0.8058,postSTORM
scaffold2,35500000,248,-0.499222,STORM,scaffold2,35500000,284,-0.639007,postSTORM
scaffold2,35525000,221,-1.14599,STORM,scaffold2,35525000,259,-1.26319,postSTORM
scaffold2,35550000,294,-0.520696,STORM,scaffold2,35550000,345,-0.705282,postSTORM
scaffold2,35575000,256,-0.945117,STORM,scaffold2,35575000,263,-0.847113,postSTORM
scaffold2,35600000,292,-0.892002,STORM,scaffold2,35600000,294,-0.623304,postSTORM
scaffold2,35625000,256,-0.320829,STORM,scaffold2,35625000,257,-0.350558,postSTORM
scaffold2,35650000,264,-1.01814,STORM,scaffold2,35650000,274,-0.909665,postSTORM
scaffold2,35675000,222,-1.16153,STORM,scaffold2,35675000,233,-1.2447,postSTORM
scaffold2,35700000,283,-1.16619,STORM,scaffold2,35700000,266,-1.22126,postSTORM
scaffold2,35725000,331,-1.47125,STORM,scaffold2,35725000,404,-1.85334,postSTORM
scaffold2,35750000,299,-1.18287,STORM,scaffold2,35750000,310,-1.13556,postSTORM
scaffold2,35775000,289,-0.586362,STORM,scaffold2,35775000,332,-0.91843,postSTORM
scaffold2,35800000,279,-0.833707,STORM,scaffold2,35800000,297,-0.954954,postSTORM
scaffold2,35825000,262,-0.897333,STORM,scaffold2,35825000,297,-1.24967,postSTORM
scaffold2,35850000,231,-0.979343,STORM,scaffold2,35850000,273,-1.04661,postSTORM
scaffold2,35875000,211,-0.663509,STORM,scaffold2,35875000,271,-0.966476,postSTORM
scaffold2,35900000,203,-0.838926,STORM,scaffold2,35900000,245,-1.08708,postSTORM
scaffold2,35925000,238,-0.865585,STORM,scaffold2,35925000,262,-0.875606,postSTORM
scaffold2,35950000,286,-0.994737,STORM,scaffold2,35950000,300,-0.814632,postSTORM
scaffold2,35975000,261,-1.21003,STORM,scaffold2,35975000,247,-0.910946,postSTORM
scaffold2,36000000,287,-1.11494,STORM,scaffold2,36000000,288,-0.938049,postSTORM
scaffold2,36025000,250,-1.19289,STORM,scaffold2,36025000,259,-1.00972,postSTORM
scaffold2,36050000,210,-0.964773,STORM,scaffold2,36050000,247,-1.32638,postSTORM
scaffold2,36075000,235,-1.06781,STORM,scaffold2,36075000,284,-1.3203,postSTORM
scaffold2,36100000,265,-1.04214,STORM,scaffold2,36100000,287,-1.11684,postSTORM
scaffold2,36125000,273,-0.936048,STORM,scaffold2,36125000,290,-1.01986,postSTORM
scaffold2,36150000,190,-1.10336,STORM,scaffold2,36150000,218,-1.2152,postSTORM
scaffold2,36175000,223,-0.909246,STORM,scaffold2,36175000,267,-0.9901,postSTORM
scaffold2,36200000,223,-1.3591,STORM,scaffold2,36200000,261,-1.38384,postSTORM
scaffold2,36225000,239,-1.52652,STORM,scaffold2,36225000,275,-1.48589,postSTORM
scaffold2,36250000,329,-0.825636,STORM,scaffold2,36250000,337,-0.937855,postSTORM
scaffold2,36275000,301,-0.158857,STORM,scaffold2,36275000,337,-0.30678,postSTORM
scaffold2,36300000,268,-0.544237,STORM,scaffold2,36300000,303,-0.622916,postSTORM
scaffold2,36325000,252,-0.713259,STORM,scaffold2,36325000,267,-0.635671,postSTORM
scaffold2,36350000,325,-0.298802,STORM,scaffold2,36350000,337,-0.337859,postSTORM
scaffold2,36375000,273,-1.25726,STORM,scaffold2,36375000,262,-1.10173,postSTORM
scaffold2,36400000,267,-1.24401,STORM,scaffold2,36400000,293,-1.30663,postSTORM
scaffold2,36425000,211,-1.07939,STORM,scaffold2,36425000,208,-1.17865,postSTORM
scaffold2,36450000,301,-1.23579,STORM,scaffold2,36450000,267,-1.02321,postSTORM
scaffold2,36475000,280,-1.4364,STORM,scaffold2,36475000,207,-1.14495,postSTORM
scaffold2,36500000,241,-0.451038,STORM,scaffold2,36500000,236,-0.515845,postSTORM
scaffold2,36525000,299,-0.577372,STORM,scaffold2,36525000,292,-0.62152,postSTORM
scaffold2,36550000,267,-0.643733,STORM,scaffold2,36550000,248,-0.863608,postSTORM
scaffold2,36575000,265,-0.661482,STORM,scaffold2,36575000,294,-0.893689,postSTORM
scaffold2,36600000,313,-0.735909,STORM,scaffold2,36600000,340,-0.766758,postSTORM
scaffold2,36625000,204,-1.45777,STORM,scaffold2,36625000,282,-1.66451,postSTORM
scaffold2,36650000,237,-1.13794,STORM,scaffold2,36650000,306,-1.16566,postSTORM
scaffold2,36675000,199,-0.464917,STORM,scaffold2,36675000,242,-0.776769,postSTORM
scaffold2,36700000,218,-0.44028,STORM,scaffold2,36700000,268,-1.07257,postSTORM
scaffold2,36725000,228,-0.425627,STORM,scaffold2,36725000,293,-0.99377,postSTORM
scaffold2,36750000,203,-0.291591,STORM,scaffold2,36750000,260,-0.703088,postSTORM
scaffold2,36775000,206,-0.592958,STORM,scaffold2,36775000,259,-0.943323,postSTORM
scaffold2,36800000,263,-0.362194,STORM,scaffold2,36800000,283,-0.167276,postSTORM
scaffold2,36825000,242,0.247089,STORM,scaffold2,36825000,258,0.441192,postSTORM
scaffold2,36850000,216,-0.797845,STORM,scaffold2,36850000,236,-1.06149,postSTORM
scaffold2,36875000,188,-0.0826145,STORM,scaffold2,36875000,225,-0.492161,postSTORM
scaffold2,36900000,155,-0.997287,STORM,scaffold2,36900000,186,-1.21593,postSTORM
scaffold2,36925000,209,-0.842228,STORM,scaffold2,36925000,244,-1.05313,postSTORM
scaffold2,36950000,215,-1.60998,STORM,scaffold2,36950000,236,-1.67716,postSTORM
scaffold2,36975000,229,-0.607657,STORM,scaffold2,36975000,256,-0.818072,postSTORM
scaffold2,37000000,258,-0.372384,STORM,scaffold2,37000000,275,-0.532409,postSTORM
scaffold2,37025000,226,-0.81627,STORM,scaffold2,37025000,273,-0.959721,postSTORM
scaffold2,37050000,168,-1.14312,STORM,scaffold2,37050000,193,-1.32389,postSTORM
scaffold2,37075000,322,-1.46715,STORM,scaffold2,37075000,343,-1.37427,postSTORM
scaffold2,37100000,257,-0.748855,STORM,scaffold2,37100000,277,-0.682164,postSTORM
scaffold2,37125000,212,-0.57465,STORM,scaffold2,37125000,245,-0.771797,postSTORM
scaffold2,37150000,254,-0.854318,STORM,scaffold2,37150000,250,-0.649123,postSTORM
scaffold2,37175000,303,-0.875806,STORM,scaffold2,37175000,337,-0.915295,postSTORM
scaffold2,37200000,235,-1.29699,STORM,scaffold2,37200000,276,-1.37904,postSTORM
scaffold2,37225000,220,-1.05538,STORM,scaffold2,37225000,249,-1.15972,postSTORM
scaffold2,37250000,254,-1.12558,STORM,scaffold2,37250000,259,-1.12086,postSTORM
scaffold2,37275000,249,-0.252473,STORM,scaffold2,37275000,258,-0.0564443,postSTORM
scaffold2,37300000,196,-0.942033,STORM,scaffold2,37300000,218,-1.11889,postSTORM
scaffold2,37325000,216,-0.682059,STORM,scaffold2,37325000,248,-0.930751,postSTORM
scaffold2,37350000,267,-1.00703,STORM,scaffold2,37350000,245,-0.901313,postSTORM
scaffold2,37375000,252,-0.342056,STORM,scaffold2,37375000,253,-0.302766,postSTORM
scaffold2,37400000,177,-1.36562,STORM,scaffold2,37400000,206,-1.61233,postSTORM
scaffold2,37425000,156,-1.12132,STORM,scaffold2,37425000,169,-1.42037,postSTORM
scaffold2,37450000,191,-0.819765,STORM,scaffold2,37450000,192,-0.552541,postSTORM
scaffold2,37475000,209,-0.740504,STORM,scaffold2,37475000,214,-0.669305,postSTORM
scaffold2,37500000,174,-1.21317,STORM,scaffold2,37500000,190,-1.35515,postSTORM
scaffold2,37525000,223,-1.38111,STORM,scaffold2,37525000,239,-1.33945,postSTORM
scaffold2,37550000,287,-1.18661,STORM,scaffold2,37550000,301,-1.26467,postSTORM
scaffold2,37575000,237,-1.09776,STORM,scaffold2,37575000,272,-1.39718,postSTORM
scaffold2,37600000,263,-1.24887,STORM,scaffold2,37600000,294,-1.41937,postSTORM
scaffold2,37625000,228,-1.27062,STORM,scaffold2,37625000,227,-1.37699,postSTORM
scaffold2,37650000,246,-0.934424,STORM,scaffold2,37650000,243,-0.785544,postSTORM
scaffold2,37675000,224,-0.955441,STORM,scaffold2,37675000,239,-1.1429,postSTORM
scaffold2,37700000,223,-0.783303,STORM,scaffold2,37700000,242,-0.901451,postSTORM
scaffold2,37725000,236,-0.27104,STORM,scaffold2,37725000,259,-0.527495,postSTORM
scaffold2,37750000,241,-0.681929,STORM,scaffold2,37750000,259,-0.626673,postSTORM
scaffold2,37775000,248,-0.0716595,STORM,scaffold2,37775000,275,-0.193567,postSTORM
scaffold2,37800000,227,-1.16165,STORM,scaffold2,37800000,247,-1.13784,postSTORM
scaffold2,37825000,241,-1.40885,STORM,scaffold2,37825000,239,-1.68851,postSTORM
scaffold2,37850000,191,-0.535866,STORM,scaffold2,37850000,264,-1.14452,postSTORM
scaffold2,37875000,193,-0.529776,STORM,scaffold2,37875000,239,-1.02695,postSTORM
scaffold2,37900000,247,-0.653702,STORM,scaffold2,37900000,291,-0.925619,postSTORM
scaffold2,37925000,188,-1.25782,STORM,scaffold2,37925000,201,-1.2459,postSTORM
scaffold2,37950000,232,-0.699924,STORM,scaffold2,37950000,276,-0.956232,postSTORM
scaffold2,37975000,198,-0.451471,STORM,scaffold2,37975000,234,-0.718366,postSTORM
scaffold2,38000000,199,-0.811636,STORM,scaffold2,38000000,257,-1.35295,postSTORM
scaffold2,38025000,169,-0.186599,STORM,scaffold2,38025000,211,-0.71668,postSTORM
scaffold2,38050000,193,-0.669097,STORM,scaffold2,38050000,219,-0.765222,postSTORM
scaffold2,38075000,217,-0.934124,STORM,scaffold2,38075000,233,-1.13873,postSTORM
scaffold2,38100000,242,-1.00259,STORM,scaffold2,38100000,273,-0.697516,postSTORM
scaffold2,38125000,226,-0.873482,STORM,scaffold2,38125000,233,-0.675581,postSTORM
scaffold2,38150000,274,-0.942819,STORM,scaffold2,38150000,317,-0.841947,postSTORM
scaffold2,38175000,175,-0.616922,STORM,scaffold2,38175000,229,-0.947899,postSTORM
scaffold2,38200000,209,-0.86646,STORM,scaffold2,38200000,233,-1.00105,postSTORM
scaffold2,38225000,241,-0.852819,STORM,scaffold2,38225000,271,-1.17007,postSTORM
scaffold2,38250000,237,-1.32267,STORM,scaffold2,38250000,254,-1.25177,postSTORM
scaffold2,38275000,292,-0.484347,STORM,scaffold2,38275000,341,-0.87257,postSTORM
scaffold2,38300000,252,-1.07416,STORM,scaffold2,38300000,251,-0.988374,postSTORM
scaffold2,38325000,244,-0.975245,STORM,scaffold2,38325000,269,-1.08078,postSTORM
scaffold2,38350000,231,-0.480284,STORM,scaffold2,38350000,263,-0.783675,postSTORM
scaffold2,38375000,240,-0.830911,STORM,scaffold2,38375000,270,-0.977667,postSTORM
scaffold2,38400000,298,-1.14364,STORM,scaffold2,38400000,313,-1.1314,postSTORM
scaffold2,38425000,284,-0.983852,STORM,scaffold2,38425000,306,-1.17234,postSTORM
scaffold2,38450000,242,-0.573474,STORM,scaffold2,38450000,267,-0.732508,postSTORM
scaffold2,38475000,200,-0.879672,STORM,scaffold2,38475000,227,-0.986054,postSTORM
scaffold2,38500000,140,-1.08651,STORM,scaffold2,38500000,167,-1.31038,postSTORM
scaffold2,38525000,20,-0.478126,STORM,scaffold2,38525000,21,-0.471181,postSTORM
scaffold2,38550000,11,-1.34969,STORM,scaffold2,38550000,12,-0.992413,postSTORM
scaffold2,38575000,13,-0.457815,STORM,scaffold2,38575000,13,-0.439888,postSTORM
scaffold2,38600000,1,1.60799,STORM,scaffold2,38600000,1,1.16467,postSTORM
scaffold20,0,222,-1.15228,STORM,scaffold20,0,222,-0.846583,postSTORM
scaffold20,25000,313,0.113681,STORM,scaffold20,25000,320,0.423317,postSTORM
scaffold20,50000,314,0.252072,STORM,scaffold20,50000,342,0.11362,postSTORM
scaffold20,75000,253,-0.44423,STORM,scaffold20,75000,291,-0.710703,postSTORM
scaffold20,100000,335,-0.0914999,STORM,scaffold20,100000,370,-0.249065,postSTORM
scaffold20,125000,285,-0.571251,STORM,scaffold20,125000,293,-0.44197,postSTORM
scaffold20,150000,365,-0.252787,STORM,scaffold20,150000,417,-0.470172,postSTORM
scaffold20,175000,305,0.151994,STORM,scaffold20,175000,356,-0.14299,postSTORM
scaffold20,200000,304,-0.156945,STORM,scaffold20,200000,339,-0.153613,postSTORM
scaffold20,225000,297,-0.146637,STORM,scaffold20,225000,368,-0.58803,postSTORM
scaffold20,250000,202,-0.216657,STORM,scaffold20,250000,251,-0.336285,postSTORM
scaffold20,275000,245,-0.430681,STORM,scaffold20,275000,258,-0.523736,postSTORM
scaffold20,300000,262,-0.11355,STORM,scaffold20,300000,261,-0.0802932,postSTORM
scaffold20,325000,194,-0.671253,STORM,scaffold20,325000,225,-1.00156,postSTORM
scaffold20,350000,194,-0.686601,STORM,scaffold20,350000,228,-0.809208,postSTORM
scaffold20,375000,242,-0.540639,STORM,scaffold20,375000,277,-0.673149,postSTORM
scaffold20,400000,266,-0.933706,STORM,scaffold20,400000,291,-0.851633,postSTORM
scaffold20,425000,328,-0.0380847,STORM,scaffold20,425000,355,-0.244065,postSTORM
scaffold20,450000,316,-0.280783,STORM,scaffold20,450000,361,-0.268697,postSTORM
scaffold20,475000,307,-0.113714,STORM,scaffold20,475000,339,-0.18298,postSTORM
scaffold20,500000,329,-0.611173,STORM,scaffold20,500000,361,-0.755517,postSTORM
scaffold20,525000,209,-0.403573,STORM,scaffold20,525000,250,-0.590556,postSTORM
scaffold20,550000,338,-0.943993,STORM,scaffold20,550000,334,-0.787061,postSTORM
scaffold20,575000,195,-1.1167,STORM,scaffold20,575000,208,-1.17721,postSTORM
scaffold20,600000,221,-0.1489,STORM,scaffold20,600000,245,-0.190347,postSTORM
scaffold20,625000,239,-0.596111,STORM,scaffold20,625000,269,-0.592161,postSTORM
scaffold20,650000,213,-0.793823,STORM,scaffold20,650000,255,-0.983762,postSTORM
scaffold20,675000,255,-0.606343,STORM,scaffold20,675000,284,-0.636167,postSTORM
scaffold20,700000,302,-0.27112,STORM,scaffold20,700000,327,-0.463048,postSTORM
scaffold20,725000,273,-0.440748,STORM,scaffold20,725000,336,-0.873943,postSTORM
scaffold20,750000,214,-0.788141,STORM,scaffold20,750000,260,-1.10437,postSTORM
scaffold20,775000,234,-0.119889,STORM,scaffold20,775000,298,-0.759814,postSTORM
scaffold20,800000,193,-0.413,STORM,scaffold20,800000,233,-0.978369,postSTORM
scaffold20,825000,252,-0.679962,STORM,scaffold20,825000,265,-0.733313,postSTORM
scaffold20,850000,279,-0.748029,STORM,scaffold20,850000,310,-0.811008,postSTORM
scaffold20,875000,285,-0.902993,STORM,scaffold20,875000,302,-0.933434,postSTORM
scaffold20,900000,345,-0.817766,STORM,scaffold20,900000,323,-0.448581,postSTORM
scaffold20,925000,278,-1.02213,STORM,scaffold20,925000,269,-0.83535,postSTORM
scaffold20,950000,297,-0.98186,STORM,scaffold20,950000,318,-1.0595,postSTORM
scaffold20,975000,341,-0.809841,STORM,scaffold20,975000,356,-0.760961,postSTORM
scaffold20,1000000,228,-0.838999,STORM,scaffold20,1000000,244,-0.965159,postSTORM
scaffold20,1025000,230,-0.97982,STORM,scaffold20,1025000,261,-1.15096,postSTORM
scaffold20,1050000,329,-0.594475,STORM,scaffold20,1050000,349,-0.434728,postSTORM
scaffold20,1075000,207,-0.772925,STORM,scaffold20,1075000,218,-0.639974,postSTORM
scaffold20,1100000,401,-0.469514,STORM,scaffold20,1100000,456,-0.549534,postSTORM
scaffold20,1125000,247,0.0513274,STORM,scaffold20,1125000,355,-0.583526,postSTORM
scaffold20,1150000,279,-0.189617,STORM,scaffold20,1150000,303,-0.209864,postSTORM
scaffold20,1175000,408,-0.866001,STORM,scaffold20,1175000,389,-0.708556,postSTORM
scaffold20,1200000,347,-0.0539519,STORM,scaffold20,1200000,340,0.112569,postSTORM
scaffold20,1225000,310,-0.91782,STORM,scaffold20,1225000,321,-0.785962,postSTORM
scaffold20,1250000,346,-0.659958,STORM,scaffold20,1250000,380,-0.6464,postSTORM
scaffold20,1275000,379,-0.615976,STORM,scaffold20,1275000,407,-0.65556,postSTORM
scaffold20,1300000,301,-0.981771,STORM,scaffold20,1300000,369,-1.12809,postSTORM
scaffold20,1325000,344,-0.631506,STORM,scaffold20,1325000,359,-0.659327,postSTORM
scaffold20,1350000,296,-0.481804,STORM,scaffold20,1350000,314,-0.590104,postSTORM
scaffold20,1375000,336,-0.521075,STORM,scaffold20,1375000,352,-0.487551,postSTORM
scaffold20,1400000,309,-0.553737,STORM,scaffold20,1400000,346,-0.648241,postSTORM
scaffold20,1425000,258,-0.608148,STORM,scaffold20,1425000,303,-0.808835,postSTORM
scaffold20,1450000,269,-0.241502,STORM,scaffold20,1450000,325,-0.708552,postSTORM
scaffold20,1475000,262,-1.30664,STORM,scaffold20,1475000,303,-1.43191,postSTORM
scaffold20,1500000,259,-0.900585,STORM,scaffold20,1500000,282,-1.09548,postSTORM
scaffold20,1525000,283,-0.929369,STORM,scaffold20,1525000,303,-1.04656,postSTORM
scaffold20,1550000,279,-0.227409,STORM,scaffold20,1550000,314,-0.497772,postSTORM
scaffold20,1575000,212,-1.08706,STORM,scaffold20,1575000,237,-1.10778,postSTORM
scaffold20,1600000,374,-0.248886,STORM,scaffold20,1600000,396,-0.240549,postSTORM
scaffold20,1625000,273,-0.877583,STORM,scaffold20,1625000,288,-0.971604,postSTORM
scaffold20,1650000,290,-0.983824,STORM,scaffold20,1650000,312,-1.06799,postSTORM
scaffold20,1675000,350,-1.46465,STORM,scaffold20,1675000,378,-1.27322,postSTORM
scaffold20,1700000,337,-1.5491,STORM,scaffold20,1700000,373,-1.07308,postSTORM
scaffold20,1725000,294,-0.210261,STORM,scaffold20,1725000,305,-0.208418,postSTORM
scaffold20,1750000,431,-0.191337,STORM,scaffold20,1750000,484,-0.524703,postSTORM
scaffold20,1775000,362,0.160725,STORM,scaffold20,1775000,336,-0.201709,postSTORM
scaffold20,1800000,479,-0.655977,STORM,scaffold20,1800000,479,-0.918573,postSTORM
scaffold20,1825000,291,-1.01581,STORM,scaffold20,1825000,306,-1.02874,postSTORM
scaffold20,1850000,321,-1.15674,STORM,scaffold20,1850000,340,-1.08022,postSTORM
scaffold20,1875000,272,-0.477104,STORM,scaffold20,1875000,291,-0.537621,postSTORM
scaffold20,1900000,235,-0.720806,STORM,scaffold20,1900000,255,-0.798621,postSTORM
scaffold20,1925000,322,-0.169727,STORM,scaffold20,1925000,344,-0.264584,postSTORM
scaffold20,1950000,226,-0.812815,STORM,scaffold20,1950000,230,-0.597724,postSTORM
scaffold20,1975000,273,-0.271977,STORM,scaffold20,1975000,302,-0.308507,postSTORM
scaffold20,2000000,247,-0.65788,STORM,scaffold20,2000000,287,-1.0851,postSTORM
scaffold20,2025000,246,-0.618747,STORM,scaffold20,2025000,277,-1.11198,postSTORM
scaffold20,2050000,284,-0.428936,STORM,scaffold20,2050000,299,-0.643146,postSTORM
scaffold20,2075000,212,-1.13355,STORM,scaffold20,2075000,233,-1.14318,postSTORM
scaffold20,2100000,175,-1.00014,STORM,scaffold20,2100000,186,-0.974694,postSTORM
scaffold20,2125000,368,-0.647926,STORM,scaffold20,2125000,414,-0.668128,postSTORM
scaffold20,2150000,265,-0.968795,STORM,scaffold20,2150000,302,-1.05709,postSTORM
scaffold20,2175000,271,-1.1306,STORM,scaffold20,2175000,291,-1.1651,postSTORM
scaffold20,2200000,364,-1.21914,STORM,scaffold20,2200000,364,-1.12114,postSTORM
scaffold20,2225000,474,-0.773459,STORM,scaffold20,2225000,503,-0.747041,postSTORM
scaffold20,2250000,322,-1.07276,STORM,scaffold20,2250000,346,-0.930262,postSTORM
scaffold20,2275000,359,-1.26432,STORM,scaffold20,2275000,371,-1.29008,postSTORM
scaffold20,2300000,250,-0.434363,STORM,scaffold20,2300000,271,-0.435212,postSTORM
scaffold20,2325000,269,-1.19153,STORM,scaffold20,2325000,286,-1.13168,postSTORM
scaffold20,2350000,354,-1.06312,STORM,scaffold20,2350000,357,-1.13662,postSTORM
scaffold20,2375000,365,-0.630571,STORM,scaffold20,2375000,371,-0.62144,postSTORM
scaffold20,2400000,323,-1.07611,STORM,scaffold20,2400000,356,-1.0792,postSTORM
scaffold20,2425000,413,-1.3524,STORM,scaffold20,2425000,475,-1.45008,postSTORM
scaffold20,2450000,347,-0.850648,STORM,scaffold20,2450000,346,-1.08956,postSTORM
